EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,NICAR_RULEYEAR,NICAR_RULEMON,NICAR_TAXYEAR,NICAR_TAXMONTH
10248173,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,% RODNEY E DOWNER II,314 BELFAST RD,KNOX,ME,04986-4024,278,5,9,3000,194101,2,0,263000000,5,1,201412,0,0,2,0,12,0,0,0,,650C LOCAL,1941,1,2014,12
10248224,MAINE CREDIT UNION LEAGUE,,PO BOX 1236,PORTLAND,ME,04104-5024,0,6,3,2000,197002,2,0,200000000,1,1,201412,6,6,1,0,12,3423842,1885408,1885408,,,1970,2,2014,12
10248533,MAINE CHARITABLE MECHANIC ASSOCIATION,,PO BOX 8769,PORTLAND,ME,04104-8769,0,3,3,1000,194312,1,2,59602061,5,1,201503,5,4,0,1,3,743819,157359,0,,,1943,12,2015,3
10248549,STATE STREET BAPTIST CHURCH,% FINANCE BOARD TREASURER,PO BOX 826,PRESQUE ISLE,ME,04769-0826,0,3,3,7000,200511,1,10,0,5,1,,0,0,6,0,12,0,0,0,X20,,2005,11,,
10248668,HUBBARD FREE LIBRARY,% LINDA B MASCIADRI TREAS,115 SECOND ST,HALLOWELL,ME,04347-1330,0,3,3,2000,197409,1,15,61000000,1,1,201506,6,5,1,0,6,1104508,688025,177591,B71Z,,1974,9,2015,6
10248780,MAINE AUDUBON SOCIETY,,20 GILSLAND FARM RD,FALMOUTH,ME,04105-2157,0,3,3,1000,194006,1,15,59350060,1,1,201404,8,6,1,0,4,13465944,2520353,1890167,C27,,1940,6,2014,4
10249577,BREAKWATER SCHOOL,,856 BRIGHTON AVE,PORTLAND,ME,04102-1002,0,3,3,1000,197710,1,11,31030059,1,1,201406,6,6,1,0,6,3736378,3152172,2798085,B20Z,,1977,10,2014,6
10249741,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,,179 PARK ROW,BRUNSWICK,ME,04011-2006,1156,8,9,1000,195110,1,0,279265000,5,1,201503,4,5,1,0,3,197907,715087,108738,,2043 BRUNSWICK,1951,10,2015,3
10249865,WISCASSET PUBLIC LIBRARY,,21 HIGH ST,WISCASSET,ME,04578-4119,0,3,3,1000,195912,1,15,61000000,1,1,201412,6,4,1,0,12,2001465,159896,159896,B71Z,,1959,12,2014,12
10249983,KENNEBUNK FREE LIBRARY ASSOCIATION,,112 MAIN ST,KENNEBUNK,ME,04043-7036,0,3,3,3000,194410,1,15,61000000,5,1,201506,6,5,1,0,6,2209289,746895,693312,,,1944,10,2015,6
10250059,AMERICAN LEGION POST 0145 CYR PLOURDE,% PERCY THIBEAULT FINANCE OFFICER,PO BOX 254,FRENCHVILLE,ME,04745-0254,925,19,9,1000,194603,1,0,907908000,5,1,201412,3,4,1,0,12,57006,101493,37866,,CYR PLOURDE POST 145,1946,3,2014,12
10261000,STATE CHARTERED CREDIT UNIONS IN MAINE,% TIFFINY C STEWART,PO BOX 250,SABATTUS,ME,04280-0250,2048,14,9,1000,196911,2,0,921922000,5,1,201412,8,6,1,0,12,35374531,1742194,1742194,,SABATTUS REGIONAL CREDIT UNION,1969,11,2014,12
10261396,KALER-VAILL MEMORIAL HOME,% PAROLL MGMT,382 BLACK POINT RD,SCARBOROUGH,ME,04074-8619,0,3,3,1000,196210,1,2,382000000,1,25,201406,7,6,0,1,6,6790343,2305822,0,,,1962,10,2014,6
10261795,FIVE COUNTY CREDIT UNION,% RICHARD DUPUIS,PO BOX 598,BATH,ME,04530-0598,2048,14,9,1000,196911,2,0,921922000,5,1,201412,9,8,1,0,12,217412610,14486561,14486559,,,1969,11,2014,12
10262260,BRIDGE ACADEMY,,PO BOX 158,DRESDEN,ME,04342-0158,0,3,3,2000,192405,1,11,46030000,1,1,201406,0,0,2,0,6,0,0,0,,,1924,5,2014,6
10262323,NORTHERN MAINE GENERAL,% REYNOLD RAYMOND,PO BOX 310,EAGLE LAKE,ME,04739-0310,0,3,3,7100,193704,1,16,150000000,1,1,201506,8,8,1,0,6,11333131,10565997,10537841,E20Z,,1937,4,2015,6
10262394,LOUIS T GRAVES MEMORIAL PUBLIC LIBRARY ASSOCIATION,,PO BOX 391,KENNEBUNKPORT,ME,04046-0391,0,3,3,7000,194212,1,15,61000000,5,1,201412,6,5,1,0,12,2615388,757687,301582,B71Z,,1942,12,2014,12
10262638,BAR HARBOR CHAMBER OF COMMERCE,,PO BOX 158,BAR HARBOR,ME,04609-0158,0,6,3,3000,197206,2,0,200919000,1,1,201506,6,6,1,0,6,1142870,1283379,1209507,,,1972,6,2015,6
10262891,SMALL POINT SUMMER SCHOOL INC,% TAX BRACKET II,PO BOX 58,PHIPPSBURG,ME,04562-0058,0,3,3,2000,196001,1,11,30000000,1,1,201412,4,4,1,0,12,427369,155054,109407,,,1960,1,2014,12
10263052,UNITED STEELWORKERS,% MAURICE THIBEAULT,354 MAIN ST,OLD TOWN,ME,04468-1563,260,5,9,3000,194012,2,0,263059269,5,1,201412,4,3,2,0,12,196083,44122,44122,,4-00080 LOCAL,1940,12,2014,12
10263198,DOWN EAST COMMUNITY HOSPITAL,,11 HOSPITAL DR,MACHIAS,ME,04654-3325,0,3,3,1000,196609,1,12,150000000,1,1,201412,8,8,1,0,12,21640843,36217039,33822277,E22,,1966,9,2014,12
10263385,THOMAS COLLEGE,,180 W RIVER RD,WATERVILLE,ME,04901-5066,0,3,3,2000,196010,1,11,30319349,1,1,201406,9,8,2,0,6,65292946,34702581,28388639,B420,,1960,10,2014,6
10263507,CENTRAL AROOSTOOK ASSOCIATION,% JOHN T YORK,PO BOX 1245,PRESQUE ISLE,ME,04769-1245,0,3,3,1000,200107,1,15,0,1,1,201506,6,7,1,0,6,3959656,6767645,6767645,P820,,2001,7,2015,6
10263517,PORTLAND LODGE NO 1310 LOYAL ORDER OF MOOSE,,PO BOX 1634,SCARBOROUGH,ME,04070-1634,2,8,9,1000,193508,1,0,30036382,5,1,201304,5,4,1,0,4,710513,342642,223662,,1310,1935,8,2013,4
10263519,TRUSTEES OF LEAVITT INSTITUTE,% GEORGE RICHARDSON,PO BOX 613,NORTH TURNER,ME,04266-0613,0,3,3,2000,194804,1,15,40602000,1,1,201504,6,6,1,0,4,4644994,1411768,361014,B25I,,1948,4,2015,4
10263628,EASTERN MAINE HEALTHCARE SYSTEMS,,447 N MAIN ST,PITTSFIELD,ME,04967-3707,5247,3,9,1000,200506,1,11,150000000,5,1,201409,8,9,1,0,9,44345136,64098830,60872285,E200,SEBASTICOOK VALLEY HEALTH,2005,6,2014,9
10263661,LUCERNE BEACH CLUB,% CHAIKEN,115 ROYAL RD,BANGOR,ME,04401-5854,0,7,3,1000,198902,2,0,317287000,1,1,201412,0,0,2,0,12,0,0,0,,,1989,2,2014,12
10263728,GRANT MEMORIAL METHODIST CHURCH,,10 3RD ST,PRESQUE ISLE,ME,04769-2416,2573,3,9,7000,197410,1,10,0,5,1,201312,0,0,6,0,12,0,0,0,,,1974,10,2013,12
10263908,SKOWHEGAN SCHOOL OF PAINTING AND SCULPTURE INC,,136 WEST 22ND STREET,NEW YORK,NY,10011-2424,0,3,3,2000,194707,1,11,46119030,1,1,201412,8,6,1,0,12,19403462,4977130,3621917,A250,,1947,7,2014,12
10264358,THETA CHI FRATERNITY INC,,371 COLLEGE AVE,ORONO,ME,04473-4213,241,7,9,1000,196606,2,0,319000000,5,1,201412,2,3,1,0,12,14140,89015,89015,,GAMMA CHAPTER,1966,6,2014,12
10264704,AMERICAN LEGION POST 0081 MUNDT ALLEN,% RICHARD GROVER,PO BOX 618,BETHEL,ME,04217-0618,925,19,9,1000,194603,1,0,907908000,5,1,201412,0,0,2,0,12,0,0,0,,,1946,3,2014,12
10264870,CHRISTMAS COVE IMPROVEMENT ASSOC,,PO BOX 371,DAMARISCOTTA,ME,04543-0371,0,7,3,1000,198208,2,0,287318319,5,1,201412,6,4,1,0,12,1664207,357980,342318,,,1982,8,2014,12
10265231,UPLIFT INC,,PO BOX 1106,GARDINER,ME,04345-1106,0,3,3,1000,198311,1,15,0,1,1,201506,7,7,1,0,6,7982114,6046063,6046063,P820,,1983,11,2015,6
10265275,MOOSEHEAD LAKE REGION CHAMBER OF COMMERCE,% C,PO BOX 581,GREENVILLE,ME,04441-0581,0,6,3,3000,199203,2,0,200000000,1,1,201409,3,3,1,0,9,92310,97216,97216,S41Z,,1992,3,2014,9
10265292,KENNEBUNK KENNEBUNKPORT CHAMBER OF COMMERCE,,PO BOX 740,KENNEBUNK,ME,04043-0740,0,6,3,3000,199101,2,0,200000000,1,1,201409,2,4,1,0,9,17097,327019,317440,,,1991,1,2014,9
10265559,KENNEBEC VALLEY MENTAL HEALTH CENTER,,67 EUSTIS PKWY,WATERVILLE,ME,04901-5173,0,3,3,1000,196411,1,15,179000000,1,1,201406,7,8,1,0,6,6764853,24460261,24460261,F80Z,,1964,11,2014,6
10265587,HIGHER EDUCATION ASSISTANCE FOUNDATION,% MARC OWEN,489 CONGRESS ST STE 3,PORTLAND,ME,04101-3415,0,3,3,1000,195801,1,4,59000000,1,1,201409,4,2,0,1,9,245614,18645,0,T20Z,,1958,1,2014,9
10265607,HIGH STREET CONGREGATIONAL CHURCH,,106 PLEASANT ST,AUBURN,ME,04210-6912,1665,3,9,7000,196406,1,10,1000000,5,1,201012,0,0,6,0,12,0,0,0,,,1964,6,2010,12
10265648,NEW ENGLAND MUSIC CAMP ASSOCIATION,,8 GOLDEN ROD LN,SIDNEY,ME,04330-1954,0,3,3,2000,193808,1,11,46030000,1,1,201412,7,6,1,0,12,7427539,2686034,2095774,,,1938,8,2014,12
10266153,NATIONAL ASSOCIATION OF LETTER CARRIERS,% E P KING JR,102 PORTLAND ST,PORTLAND,ME,04101-2829,685,5,9,3000,195506,2,0,263000000,5,1,201412,4,4,1,0,12,165049,139083,139083,,92 MAINE MERGED BRANCH,1955,6,2014,12
10266289,MAINE HOSPITAL ASSOCIATION INC,,33 FULLER RD,AUGUSTA,ME,04330-4910,0,6,3,2000,196211,2,0,59179000,5,1,201409,6,6,1,0,9,3894035,3220971,3220971,,,1962,11,2014,9
10266478,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% JAMES BACHELOR,PO BOX 955,SANFORD,ME,04073-0955,9154,19,9,1000,198705,1,0,907908000,1,1,201412,4,5,1,0,12,297129,599149,78028,,9935 SANFORD SPRINGVALE POST,1987,5,2014,12
10266487,WELD FREE PUBLIC LIBRARY ASSN,,25 CHURCH ST,WELD,ME,04285-0000,0,3,3,2300,201502,1,15,61000000,5,1,201412,0,0,2,0,12,0,0,0,B70,,2015,2,2014,12
10266549,KENNEBEC VALLEY HUMANE SOCIETY,,10 PETHAVEN LN,AUGUSTA,ME,04330-6119,0,3,3,4000,196507,1,15,999000000,1,1,201412,4,5,1,0,12,329603,755871,730447,D200,,1965,7,2014,12
10266854,ELMHURST INC,,400 CENTRE ST,BATH,ME,04530-2007,0,3,3,1000,198205,1,15,0,5,1,201506,7,6,1,0,6,7198997,3954188,3954188,G200,,1982,5,2015,6
10267159,NATIONAL SOCIETY OF COLONIAL DAMES,,1267 WESTBROOK ST,PORTLAND,ME,04102-1934,0,3,3,1200,196911,1,16,62000000,1,1,201504,6,4,1,0,4,1227997,324762,86488,A800,,1969,11,2015,4
10267392,MAINE CHILDRENS HOME FOR LITTLE WANDERERS,,93 SILVER ST,WATERVILLE,ME,04901-5923,0,3,3,1000,196304,1,16,399000000,1,1,201412,7,6,1,0,12,9205107,3984371,1708053,,,1963,4,2014,12
10267400,KNIGHTS OF COLUMBUS,% ROBERT RAINVILLE,2 COLUMBUS DR,BRUNSWICK,ME,04011-1549,188,8,9,1000,194010,1,0,36029265,5,1,201512,0,0,2,0,12,0,0,0,,1947 SEKENGER COUNCIL,1940,10,2015,12
10267492,PORTLAND CHEVRA KADISHA A MAINE NONPROFIT CORP - T13-B,,471 DEERING AVE,PORTLAND,ME,04103-4404,0,3,3,7000,194304,1,16,900029000,1,1,201411,4,4,1,0,11,425228,203325,203325,X20Z,,1943,4,2014,11
10267522,ANCIENT FREE & ACCEPTED MASONS OF MAINE,% GERRY A PAGE SECRETARY,12 SKYLINE DR,JAY,ME,04239-5026,275,10,9,1000,194101,1,0,36000000,5,1,201312,0,0,2,0,12,0,0,0,,ORIENTAL STAR LODGE 21,1941,1,2013,12
10267689,KATAHDIN FRIENDS INC,% WILLIAM CRAIG PRES,1024 CENTRAL ST STE A,MILLINOCKET,ME,04462-2111,0,3,3,1200,200112,1,15,0,1,1,201406,6,6,1,0,6,1907697,4007946,4007946,P820,,2001,12,2014,6
10267877,KENNEBUNK BEACH IMPROVEMENT ASSOCIATION,,PO BOX 707,KENNEBUNK,ME,04043-0707,0,3,3,1200,196012,1,16,59328349,5,1,201412,6,6,1,0,12,1440258,1002488,716751,,,1960,12,2014,12
10267988,BRISTOL AREA LIBRARY ASSOCIATION,,PO BOX 173,NEW HARBOR,ME,04554-0173,0,3,3,3000,196610,1,15,59061000,1,1,201412,5,3,1,0,12,670213,72910,72910,,,1966,10,2014,12
10268475,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% GEORGE B WYMAN,64 JEWELL ST,JAY,ME,04239-1821,9154,19,9,1000,198705,1,0,907908000,1,1,201412,4,3,1,0,12,232846,92180,22087,,3335 FRANK L MITCHELL POST,1987,5,2014,12
10268495,NORTH GORHAM PUBLIC LIBRARY INC,% GREGORY M SMITH,2 STANDISH NECK RD,GORHAM,ME,04038-2469,0,3,3,1000,197201,1,15,61000000,1,1,201506,0,0,2,0,6,0,0,0,,,1972,1,2015,6
10268926,TOPSHAM PUBLIC LIBRARY,,25 FORESIDE RD,TOPSHAM,ME,04086-1832,0,3,3,2000,199110,1,15,61000000,1,1,201506,4,5,1,0,6,395621,526988,526988,,,1991,10,2015,6
10269009,PORTLAND BOARD OF REALTORS,,2271 CONGRESS ST,PORTLAND,ME,04102-1907,0,6,3,4000,194808,2,0,200205000,5,1,201412,5,4,1,0,12,952678,260653,218063,S47Z,,1948,8,2014,12
10269251,DAMARISCOTTA BAPTIST CHURCH,,PO BOX 248,DAMARISCOTTA,ME,04543-0248,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3232,1955,4,,
10269301,MAINE ASSOCIATION OF REALTORS,,19 COMMUNITY DR,AUGUSTA,ME,04330-8005,0,6,2,4000,0,2,0,201279000,5,1,201412,6,6,1,0,12,2528733,1199720,1199720,,,0,0,2014,12
10269460,CHEWONKI FOUNDATION INC,,485 CHEWONKI NECK RD,WISCASSET,ME,04578-4822,0,3,3,1000,196407,1,15,325000000,1,1,201408,8,7,1,0,8,19462670,6441747,6366398,C600,,1964,7,2014,8
10269721,HARRASEEKET YACHT CLUB,,PO BOX 82,S FREEPORT,ME,04078-0082,0,7,3,1000,199101,2,0,288000000,1,1,201412,5,4,1,0,12,691472,142331,142331,,,1991,1,2014,12
10269749,CONGREGATION OF THE SISTERS OF ST JOSEPH OF LYON,,80 GARLAND RD,WINSLOW,ME,04901-0600,928,3,9,1700,194603,1,10,31150120,5,1,201212,0,0,6,0,12,0,0,0,,,1946,3,2012,12
10269802,GIRL SCOUTS OF MAINE INC,,138 GANNETT DR,SO PORTLAND,ME,04106-6938,0,3,3,1000,197402,1,16,349000000,1,1,201409,6,7,1,0,9,4096959,7681614,3843948,O42,,1974,2,2014,9
10270194,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% LARRY WICKER QUARTERMASTER,PO BOX 201,YORK BEACH,ME,03910-0201,9154,19,9,1000,198705,1,0,0,1,1,201406,4,4,1,0,6,210142,212107,-21805,,6977 BOARDMAN ELLIS POST,1987,5,2014,6
10270233,BLUE HILL SOCIETY FOR AID TO CHILDREN INC,,PO BOX 472,BLUE HILL,ME,04614-0472,0,3,3,1000,196401,1,15,40349000,1,1,201412,4,4,1,0,12,426233,203577,203577,N20Z,,1964,1,2014,12
10270690,NATURAL RESOURCES COUNCIL INC,,3 WADE ST,AUGUSTA,ME,04330-6318,0,3,3,1200,196306,1,16,350059927,1,1,201503,7,7,1,0,3,7056283,5321911,2318869,C300,,1963,6,2015,3
10271210,HUSSON UNIVERSITY,% BRIAN SNOWDEN,1 COLLEGE CIR,BANGOR,ME,04401-2929,0,3,3,1000,196408,1,11,46030000,1,1,201406,9,9,1,0,6,102228355,57077665,57014084,B500,,1964,8,2014,6
10271477,MAINE MARITIME MUSEUM,,243 WASHINGTON ST,BATH,ME,04530-1638,0,3,3,2000,196405,1,15,59062061,1,1,201412,8,7,1,0,12,12431875,5164059,2687214,A500,,1964,5,2014,12
10271579,SOUTHWEST HARBOR-TREMONT NURSING SERVICE INC,,PO BOX 437,SOUTHWEST HBR,ME,04679-0437,0,3,3,1000,196009,1,15,0,5,1,201412,6,4,1,0,12,1013588,348570,348570,,,1960,9,2014,12
10271658,KIWANIS INTERNATIONAL INC,% BARBARA J MOORE-TREASURER,PO BOX 615,DOVR FOXCROFT,ME,04426-0615,26,4,9,1300,196603,2,0,319000000,5,1,201409,0,0,2,0,9,0,0,0,,K02227 DOVER FOXCROFT,1966,3,2014,9
10272150,HARBOR HOUSE COMMUNITY SERVICE CENTER,,PO BOX 836,SOUTHWEST HBR,ME,04679-0836,0,3,3,1000,196509,1,16,318349000,1,1,201412,6,5,1,0,12,1710019,826375,766974,S200,,1965,9,2014,12
10272879,SKILLS INC,,PO BOX 65,SAINT ALBANS,ME,04971-0065,0,3,3,2000,198205,1,15,31160568,5,1,201406,7,8,1,0,6,9345321,17047651,16277262,P820,,1982,5,2014,6
10273431,CENTERBOARD YACHT CLUB,,PO BOX 2123,S PORTLAND,ME,04116-2123,0,7,3,1000,196508,2,0,319317000,5,1,201410,6,4,1,0,10,1798245,187296,186223,,,1965,8,2014,10
10274725,THE OPPORTUNITY ALLIANCE,,50 LYDIA LN,SO PORTLAND,ME,04106-2156,0,3,3,1000,196511,1,15,999000000,1,1,201506,8,8,1,0,6,17037793,27989927,27538859,P20,,1965,11,2015,6
10274746,CENTRAL MAINE BIBLE CONFERENCE,,81 W FAIRHAVEN LN,BROOKS,ME,04921-3731,0,3,3,2700,196709,1,16,59029000,1,1,201412,4,5,1,0,12,489145,650005,609235,X21Z,,1967,9,2014,12
10274898,HOPE ASSOCIATION,,85 LINCOLN AVE,RUMFORD,ME,04276-1844,0,3,3,1000,200111,1,15,160059000,1,1,201506,7,6,1,0,6,5717660,3439084,3378237,E200,,2001,11,2015,6
10274998,MOUNT ST JOSEPH,,7 HIGHWOOD ST,WATERVILLE,ME,04901-5739,928,3,9,1200,194603,1,10,150120000,5,1,201412,7,8,1,0,12,9883621,12636028,12636028,E910,,1946,3,2014,12
10275026,BELFAST CURLING CLUB INC,,PO BOX 281,BELFAST,ME,04915-0281,0,3,3,1000,201502,1,16,318319000,1,1,201503,4,1,1,0,3,217634,1380,180204,A20,,2015,2,2015,3
10275130,UNITY COLLEGE,,90 QUAKER HILL RD,UNITY,ME,04988-3712,0,3,3,2000,196601,1,11,46000000,1,1,201506,8,8,1,0,6,42602252,30418835,22664161,B42Z,,1966,1,2015,6
10275156,WESTERN MAINE COMMUNITY ACTION INC,,PO BOX 200,EAST WILTON,ME,04234-0200,0,3,3,1000,196601,1,15,59000000,1,1,201408,5,7,1,0,8,974939,7826073,7826073,P200,,1966,1,2014,8
10275159,JUNIOR ACHIEVEMENT OF MAINE INC,,82 ELM ST,PORTLAND,ME,04101-3045,1116,3,9,2000,199405,1,15,0,1,1,201506,4,4,1,0,6,148642,408017,364297,Q320,,1994,5,2015,6
10275447,CHILDRENS CENTER EARLY INTERVENTION AND FAMILY SUPPORT,,1 ALDEN AVE,AUGUSTA,ME,04330-6185,0,3,3,1000,197110,1,16,160059000,1,1,201506,6,6,1,0,6,2231208,2525761,2518172,G23Z,CHILDRENS CENTER,1971,10,2015,6
10275502,LILLIUS GILCHREST GRACE INSTITUTE,,PO BOX 158,TENANTS HBR,ME,04860-0158,0,3,3,2000,201503,1,16,30000000,1,1,201412,4,4,1,0,12,106437,100000,92080,P83,,2015,3,2014,12
10275545,LONESOME PINE TRAILS INC,% PLOURDE MORNEAULT & DUBAY,PO BOX 372,FORT KENT,ME,04743-0372,0,4,3,1000,196807,2,0,328318319,1,1,201410,4,4,1,0,10,236340,183941,169670,,,1968,7,2014,10
10275734,ASSOCIATED GENERAL CONTRACTORS OF MAINE,,PO BOX 5519,AUGUSTA,ME,04332-5519,0,6,3,2000,196711,2,0,59205000,1,1,201412,4,5,1,0,12,344983,710533,710533,,,1967,11,2014,12
10275875,METHODIST CONFERENCE HOME INC,,46 SUMMER ST,ROCKLAND,ME,04841-2920,0,3,3,1200,196611,1,16,59399000,1,1,201412,6,6,1,0,12,1675080,1228467,1228467,L22Z,,1966,11,2014,12
10276004,DIOCESE OF MAINE CAMP BISHOPSWOOD,,143 STATE ST,PORTLAND,ME,04101-3701,0,3,3,7000,197401,1,10,1000000,1,1,,0,0,6,0,12,0,0,0,,,1974,1,,
10276098,MADAWASKA PUBLIC LIBRARY,,393 MAIN ST,MADAWASKA,ME,04756-1165,0,3,3,1000,199105,1,15,61000000,1,1,201406,5,3,2,0,6,644269,44223,44223,B71Z,,1991,5,2014,6
10276152,UNITED STEELWORKERS,% DONALD M HENDSBEE,PO BOX 292,E MILLINOCKET,ME,04430-0292,260,5,9,3000,194012,2,0,263059269,5,1,201312,0,0,2,0,12,0,0,0,,4-00037 LOCAL,1940,12,2013,12
10276272,GREATER PORTLAND LANDMARKS INC,,93 HIGH ST,PORTLAND,ME,04101-3811,0,3,3,2000,196705,1,15,59062000,1,1,201406,6,5,1,0,6,2865635,610123,451200,A82Z,,1967,5,2014,6
10276442,ELMWOOD CEMTERY ASSOCIATION,% C/O DANIEL PEACO PRESIDENT,146 PEACO HILL RD,OTISFIELD,ME,04270-6632,0,13,3,2000,196702,2,0,900000000,1,1,201405,0,0,2,0,5,0,0,0,,,1967,2,2014,5
10276483,WEBSTER LIBRARY,% MARJORIE TRENHOLM,PO BOX 518,KINGFIELD,ME,04947-0518,0,3,3,2300,196704,1,15,61000000,1,1,201503,0,0,2,0,3,0,0,0,,,1967,4,2015,3
10276859,AROOSTOOK MENTAL HEALTH SERVICES INC,,43 HATCH DRIVE,CARIBOU,ME,04736-2161,0,3,3,1000,197107,1,15,179160000,1,1,201409,6,8,1,0,9,2736364,15970352,15970352,F80,,1971,7,2014,9
10276862,UNITED WAY,,PO BOX 727,KENNEBUNK,ME,04043-0727,0,3,3,1000,197203,1,15,600000000,1,1,201412,6,6,1,0,12,2092575,1656830,1656830,T70Z,YORK COUNTY,1972,3,2014,12
10277592,SEAL COVE AUTO MUSEUM,% PETER L MURRAY,PO BOX 1414,SEAL COVE,ME,04674-0000,0,3,3,2000,196612,1,2,60000000,1,1,201412,5,4,0,1,12,857517,380207,0,,,1966,12,2014,12
10277678,KENNEBEC VALLEY COMMUNITY ACTION PROGRAM,,97 WATER ST,WATERVILLE,ME,04901-6339,0,3,3,1000,196511,1,15,602000000,1,1,201409,8,8,1,0,9,17732741,16165975,16010034,P200,,1965,11,2014,9
10277794,PEN BAY BEHAVIORAL HEALTH,% MAURA KELLY,4 WHITE ST,ROCKLAND,ME,04841-2953,0,3,1,1000,196702,1,16,179000000,1,1,201409,0,0,2,0,9,0,0,0,F30,,1967,2,2014,9
10277832,SIMMONS FOUNDATION INC,% PACIOS RAUSCH & CHASSE,PO BOX 426,PORTLAND,ME,04112-0426,0,3,3,1700,196801,1,4,602040000,1,1,201412,6,4,0,1,12,2958254,406557,0,,,1968,1,2014,12
10277845,STANWOOD WILDLIFE SANCTUARY,,PO BOX 485,ELLSWORTH,ME,04605-0485,0,3,3,1200,196703,1,16,65207350,1,1,201412,5,3,1,0,12,820732,95294,93376,D340,,1967,3,2014,12
10278024,INDEPENDENCE ASSOCIATION INC,,87 BARIBEAU DR,BRUNSWICK,ME,04011-3229,0,3,3,1000,200104,1,15,0,1,1,201506,7,7,1,0,6,7125019,9956372,9249689,P820,,2001,4,2015,6
10278130,MEMORIAL AMBULANCE CORPS ISLE AU HAUT-STONINGTON-DEER ISLE,,77 SUNSHINE RD,DEER ISLE,ME,04627-0000,0,3,3,1000,196802,1,16,902179905,1,1,201412,6,4,1,0,12,1150132,187847,187847,E62Z,,1968,2,2014,12
10278132,HOWARD HILL CEMETERY CORP,% NANCY EATON,31 SUNSET RD,DEER ISLE,ME,04627-3850,0,13,3,1000,196811,1,0,900000000,1,1,201504,0,0,2,0,4,0,0,0,,,1968,11,2015,4
10278185,UNITED STEELWORKERS,% GARY MCGRANE,PO BOX 272,JAY,ME,04239-0272,260,5,9,3000,194012,2,0,263059269,5,1,201512,0,0,2,0,12,0,0,0,,4-00014,1940,12,2015,12
10278395,WOODFORDS FAMILY SERVICE,,PO BOX 1768,PORTLAND,ME,04104-1768,0,3,3,2000,196911,1,11,30160000,5,1,201406,6,8,1,0,6,3910013,14493516,14475120,B28Z,,1969,11,2014,6
10278420,AMERICAN ACADEMY OF FAMILY PHYSICIANS,,PO BOX 424,HARTLAND,ME,04943-0424,1077,6,9,2000,195002,2,0,59205000,5,1,201412,4,4,1,0,12,271991,158014,158014,,MAINE CHAPTER,1950,2,2014,12
10278440,UNITY VOLUMTEER AMBULANCE CORP,% BEVERLY N MURDOCK TREAS,347 SCHOOL STREET,UNITY,ME,04988-0000,0,3,3,1000,199104,1,16,158995000,1,1,201412,5,4,1,0,12,938536,169094,169094,,,1991,4,2014,12
10278623,ANDROSCOGGIN VALLEY COUNCIL OF GOVERNMENTS,,125 MANLEY RD,AUBURN,ME,04210-3632,0,3,3,8000,197106,1,15,350059000,5,1,201409,7,6,1,0,9,5850628,3430124,3430124,W200,,1971,6,2014,9
10278734,MID-COAST REGIONAL PLANNING COMMISSION,,166 MAIN ST STE 201,ROCKLAND,ME,04841-3819,0,3,3,1000,197509,1,16,229000000,1,1,201509,4,3,1,0,9,110187,90174,90174,,,1975,9,2015,9
10278788,GOODWINS MILLS FIRE DEPARTMENT INC,,PO BOX 284,ALFRED,ME,04002-0284,0,3,3,1000,201411,1,15,0,1,1,201512,0,0,2,0,12,0,0,0,W11,,2014,11,2015,12
10279165,CAMDEN ASSOCIATION FOR HANDICAPPED CITIZENS,% VERA BRAUDES,PO BOX 637,CAMDEN,ME,04843-0637,0,3,3,1000,201302,1,16,0,1,1,201412,0,0,2,0,12,0,0,0,F19,,2013,2,2014,12
10279306,MAINE STATE BAR ASSOCIATION,,PO BOX 788,AUGUSTA,ME,04332-0788,0,6,3,2000,197212,2,0,205000000,5,1,201409,6,6,1,0,9,1134934,1533777,1483900,,,1972,12,2014,9
10279335,PIERRE MONTEUX MEMORIAL FOUNDATION,% RONALD W SCHWIZER,PO BOX 457,HANCOCK,ME,04640-0457,0,3,3,2100,197302,1,11,64000000,1,1,201408,5,4,1,0,8,825181,385510,290472,A6E0,,1973,2,2014,8
10279387,PINE TREE LEGAL ASSISTANCE INC,,88 FEDERAL ST,PORTLAND,ME,04101-4205,0,3,3,1000,196611,1,15,430000000,1,1,201412,6,7,1,0,12,3586592,5859939,5848149,I80Z,,1966,11,2014,12
